Judul,Waktu,Link,Content,tag1,tag2,tag3,tag4,tag5,source,Kategori
"Kapolri Silaturahmi dengan Tokoh Lintas Agama Sumut, Wujud Sinergi Bangun Bangsa","Jumat, 11 Jul 2025 21:38 WIB",https://news.detik.com/berita/d-8007540/kapolri-silaturahmi-dengan-tokoh-lintas-agama-sumut-wujud-sinergi-bangun-bangsa,"Kapolri Jenderal Listyo Sigit Prabowo hari ini melaksanakan kunjungan kerja ke wilayah Sumatera Utara (Sumut). Usai melaksanakan groundbreaking dapur Satuan Pelayanan Pemenuhan Gizi (SPPG) tingkat Polda dan Polres, Kapolri bersilaturahmi dengan tokoh lintas agama se-Sumut. Agenda Silaturahmi Kamtibmas dengan tokoh lintas agama se-Sumut ini digelar di Pondok Pesantren Al Kautsar Al Akbar Medan, Jumat (11/6/2025) malam. Agenda ini digelar sebagai wujud sinergi dan kebersamaan dalam membangun bangsa. Turut mendampingi Kapolri yakni Irwasum Polri Komjen Dedi Prasetyo; AS SDM Kapolri Irjen Anwar; Kadivpropam Polri Irjen Abdul Karim, Kadivhumas Polri Irjen Sandi Nugroho; Kapolda Sumut, Irjen Whisnu Hermawan Februanto, serta Wakasatgas MBG Polri Irjen Nurworo Danang.  Kapolri sempat meninjau pembangunan Masjid Muhammad Alwi Al Maliki sebelum kemudian kembali lagi ke Ponpes Al Kautsar Al Akbar. Di lokasi, Jenderal Sigit melaksanakan santunan kepada anak yatim piatu. Acara kemudian dilanjutkan dengan silaturahmi lintas agama hingga makan malam bersama. Suasana hangat dan penuh kebersamaan antara Kapolri dengan para tokoh agama dan masyarakat terjalin di lokasi. Tokoh agama dan masyarakat yang hadir dalam kegiatan ini di antaranya Syech K.H. Ali Akbar Marbun Pendiri Ponpes Al Kautsar Al Akbar Medan dan â Tuan Guru besilam Syekh Dr. Zikmal Fuad. Hadir pula â Pdt Suwandi Sinambela sebagai Preses HKBP Medan Aceh, Indra Wahidin sebagai Ketua Walubi Sumut, â Pendeta Bambang Jonan dari Rumah Persembahan Gereja Bethel Indonesia, H Hasoloan Simanjuntak sebagai Ketua LDII Sumut, â H Khairul Hami sebagai Ketua Yayasan Alkautsar Al Akbar, serta ulama dan tokoh masyarakat lainnya.",kapolri,kapolri jenderal listyo sigit prabowo,sumut,sppg,tokoh lintas agama,detik,Internasional
"Jenazah Mayat Tanpa Kepala Diserahkan ke Keluarga, Dihadiri Adik dan Anak Korban",2 November 2024,https://megapolitan.kompas.com/read/2024/11/02/15443341/jenazah-mayat-tanpa-kepala-diserahkan-ke-keluarga-dihadiri-adik-dan-anak,"  JAKARTA, KOMPAS.com - Rumah Sakit Polri Kramatjati, Jakarta Timur, menyerahkan jenazah SH (40), wanita yang ditemukan tewas tanpa kepala, kepada keluarganya, Sabtu (2/11/2024). Berdasarkan pantauan Kompas.com di Instalasi Kedokteran Forensik RS Polri, pihak keluarga yang mengambil jenazah SH ada adik kandung, saudara ipar, dan anaknya. Adik kandung dan saudara ipar tampak memasuki ruangan Instalasi Kedokteran Forensik. Keduanya diperlihatkan jenazah SH yang sudah terbungkus dengan kain kafan berwarna putih. Sementara, anak kandung korban hanya berdiri di samping mobil jenazah yang telah terparkir di tepat di depan Instalasi Kedokteran Forensik. Dengan tatapan kosong, anak kandung korban tampak melihat dari kejauhan proses pemindahan mayat ibunya ke dalam peti jenazah berwarna coklat. Tak berselang lama, saudara ipar korban mengajak anak kandung SH masuk ke dalam ruang Instalasi Kedokteran Forensik RS Polri. Pintu pun tertutup. Dari pintu kaca ini, terlihat adik kandung korban menyandarkan badannya ke sebuah tembok. Tepat di depan matanya, ada peti jenazah sang kakak yang sebentar lagi akan ditempatkan di peristirahat terakhir. Setelah beberapa menit di dalam ruangan, ketiganya akhirnya keluar. Sambil membawa berkas di dalam map merah, Penyidik dari Subdit Jatanras Ditreskrimum Polda Metro Jaya juga menghampiri keluarga. Mereka tampak berbicara dengan keluarga korban sebagai bentuk tanda serah terima jenazah dari RS Polri kepada pihak keluarga. Pada momen ini, adik kandung SH berusaha tegar. Air matanya berlinang saat penyidik Subdit Jatanras Ditreskrimum Polda Metro menepuk pundak sebelah kanan adik korban sebagai tanda berbelasungkawa. Setelah proses serah terima selesai, penyidik dan keluarga korban bersalaman. Jenazah SH dikeluarkan dari ruangan Instalasi Kedokteran Forensik untuk dimasukkan ke dalam mobil jenazah. Ketiganya pun meninggalkan RS Polri dengan mobil jenazah tersebut. Diberitakan sebelumnya, seorang wanita tanpa kepala ditemukan di dalam karung di dermaga kapal belakang sebuah pom bensin yang berada di Jalan Tuna, Muara Baru, Jakarta Utara, Selasa (29/10/2024) pukul 10.29 WIB. Jasad yang ditemukan tanpa memakai celana itu dibungkus dalam lima lapis, yakni berupa karung kecil, selimut, busa kasur, kardus kulkas, hingga karung besar. Bagian kepala mayat wanita itu ditemukan di balik tembok sisi Jalan Inspeksi Waduk Pluit Utara, Pluit. Penjaringan, Jakarta Utara, Selasa (29/10/2024) pukul 24.00 WIB. Tempat kejadian perkara (TKP) kepala penemuan potongan kepala ini hanya berjarak radius kurang lebih 600 meter dari lokasi penemuan jasadnya. Mayat yang belakang diketahui berinisial SH (40) itu merupakan korban pembunuhan berencana oleh seorang pria bernama Fauzan Fahmi (43). Hanya berbeda beberapa jam setelah penemuan, Subdit Jatanras Ditreskrimum Polda Metro Jaya menangkap Fauzan di kediamannya, Penjaringan, Jakarta Utara, Selasa (29/10/2024).  Polisi menjerat Fauzan dengan Pasal 338 Kitab Undang-Undang Hukum Pidana (KUHP) subsider Pasal 340 KUHP dengan ancaman hukuman paling berat pidana mati.",mayat tanpa kepala di dalam karung,mayat tanpa kepala di muara baru,wanita tanpa kepala,,,kompas,Kesehatan
Alasan Ahmad Ali Hengkang dari Nasdem: PSI Partai Masa Depan,26 September 2025,https://nasional.kompas.com/read/2025/09/26/19325221/alasan-ahmad-ali-hengkang-dari-nasdem-psi-partai-masa-depan," JAKARTA, KOMPAS.com - Ketua Harian PSI Ahmad Ali mengungkapkan alasannya hengkang dari Partai Nasdem dan bergabung dengan Partai Solidaritas Indonesia (PSI). Menurutnya, PSI merupakan partai masa depan. ""Ya bagi saya partai PSI ini partai masa depan,"" kata Ahmad Ali usai pelantikan di Djakarta Theater, Jakarta Pusat, Jumat (26/9/2025). Ia menuturkan, berpindah haluan adalah hal yang biasa dalam politik. Ia pun mengaku berteman baik dengan kader-kader PSI selama ini. Ahmad Ali bahkan menyatakan memiliki relasi batin yang cukup kuat dengan PSI. ""Biasa kan dalam berpolitik kita pasti berteman dengan seluruh partai. Dan ya kebetulan nyangkut di kami. Kita ini punya relasi batin yang cukup kuat. Jadi emang tiba-tiba nyatu aja,"" tuturnya. Dia juga mengaku tidak ada mahar yang diberikan kepadanya untuk mau bergabung dengan PSI. Ahmad Ali berseloroh, mencari partai tidak sama dengan mencari makan. ""Emang berpartai cari makan, apa?"" tutur Ahmad Ali. Di sisi lain, Ahmad Ali mengaku tidak sempat berpamitan dengan Ketua Umum Partai Nasdem Surya Paloh sebelum dilantik menjadi pengurus PSI. Oleh karenanya, ia mengaku tidak mengetahui respons Surya Paloh atas pilihan politiknya ini. Ali menyatakan belum mengonfirmasi kepada Nasdem terkait pilihan politiknya. ""Saya enggak tahu (respons Surya Paloh). Belum sempat (pamitan). Belum ada (saya konfirmasi), sama juga ketika saya masuk Nasdem, tidak ada konfirmasi kan?"" seloroh Ahmad Ali. Ia menyatakan keanggotaannya di Partai Nasdem gugur per Jumat (26/9/2025) hari ini, usai dilantik menjadi pengurus PSI. Menurutnya, hal itu berlaku otomatis, karena setiap partai tidak mengizinkan anggotanya memiliki Kartu Tanda Anggota (KTA) ganda. Namun Ali menegaskan, hubungannya dengan Surya Paloh baik-baik saja. Ahmad Ali pun tidak setuju dengan istilah ""say goodbye"" yang disebut awak media ketika ditanya mengenai pamitan dengan Surya Paloh. ""Kok say goodbye sih? Beliau lagi.... hubungannya baik sih. Apapun Pak Surya sampai hari ini hubungan saya baik-baik saja. Beliau kakak, beliau adalah orang tua saya, beliau adalah guru saya,"" tandas Ali.",ahmad ali,partai nasdem,surya paloh,PSI,,kompas,Internasional
Tekad Prabowo Jadikan RI Negara Bersih dan Rakyat Bahagia,"Sabtu, 02 Nov 2024 20:36 WIB",https://news.detik.com/berita/d-7619315/tekad-prabowo-jadikan-ri-negara-bersih-dan-rakyat-bahagia,"Presiden Prabowo Subianto bersama Wakil Presiden Gibran Rakabuming Raka menghadiri deklarasi Gerakan Solidaritas Nasional (GSN) di Indonesia Arena, GBK, Jakarta Pusat, Sabtu (2/11/2024). Pantauan detikcom, Prabowo dan Gibran sama-sama mengenakan kemeja berwarna biru. Dalam acara GSN tersebut, Presiden Prabowo Subianto mengajak para pendukungnya untuk memajukan Indonesia bersama-sama. Prabowo mengatakan tidak ada negara yang berhasil tanpa pemerintah yang bersih. ""Dikatakan bahwa tidak ada negara yang berhasil tanpa pemerintah yang bersih. Tidak ada kemakmuran tanpa keadilan,"" kata Prabowo.  ""Tidak ada negara yang berhasil kalau rakyatnya tidak bahagia, ini ajaran sejarah ratusan tahun, tidak ada negara berhasil tanpa pemerintah yang bersih,"" sambungnya. Maka dari itu, Prabowo berkomitmen ingin menjadi pemimpin Indonesia yang bersih. Dia pun meminta pihak-pihak yang tidak ingin bersamanya memajukan bangsa, untuk keluar. ""Karena itu saya bertekad, memimpin pemerintah Indonesia yang bersih, yang bersama saya ayo, yang tidak mau sama saya pinggir, mari kita bekerja untuk seluruh rakyat Indonesia, mari kita amankan semua kekayaan bangsa Indonesia,"" ujarnya. Selain itu, Prabowo mengajak rakyat bersama mewujudkan cita-cita pendiri bangsa. Dia menekankan negara yang berhasil adalah dengan pemimpin yang bersih. ""Mari kita wujudkan cita-cita pendiri bangsa Bung Karno cita-cita Bung Hatta, cita-cita semua pendiri bangsa Indonesia rakyatnya hidup sejahtera,"" tuturnya.",prabowo subianto,presiden prabowo subianto,pemerintahan prabowo,gerakan solidaritas nasional,,detik,Politik
Kronologi GRIB Jaya Duduki Lahan Milik BMKG hingga 17 Orang Diamankan,"Sabtu, 24 Mei  2025 23:15 WIB",https://news.detik.com/berita/d-7931026/kronologi-grib-jaya-duduki-lahan-milik-bmkg-hingga-17-orang-diamankan,"Polda Metro Jaya mengamankan belasan orang terkait penguasaan lahan milik Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) oleh ormas GRIB Jaya di Tangerang Selatan. Mereka diamankan setelah menghambat proyek pembangunan gedung arsip di lahan BMKG yang diklaim GRIB Jaya sebagai pihak dari ahli waris lahan. ""Ya, dalam kegiatan operasi preman ini, setidaknya kami telah mengamankan ada 17 orang, 11 di antaranya adalah oknum dari ormas GJ, kemudian enam di antaranya adalah ahli waris, yang mengaku sebagai ahli waris di tanah ini,"" kata Kabid Humas Polda Metro Jaya Kombes Ade Ary Syam Indradi kepada wartawan seusai operasi di lokasi, Sabtu (24/5/2025). Ade Ary menjelaskan kronologi kejadian, ketika pada Sabtu (24/5) pukul 13.10 WIB, personel BMKG sebagai 8 orang datang ke lokasi untuk menguasai fisik bidang tanah yang diduduki oleh GRIB Jaya. Lahan seluas 127.780 meter persegi itu terletak di Kelurahan Pondok Betung, Kota Tangerang Selatan, Banten.  ""Awalnya sebanyak 8 orang yang dipimpin oleh Inspektorat BMKG, Saudara Nasrul menandatangani lokasi yang bertujuan untuk melakukan penguasaan fisik bidang tanah tersebut, namun mendapatkan penolakan atau perbuatan tidak menyenangkan oleh beberapa anggota Ormas GJ (Grib Jaya) dan masyarakat sekitar (mengaku ahli waris) dengan menggunakan kekerasan dan atau ancaman kekerasan,"" jelas Ade Ary. Selanjutnya, sekitar pukul 15.23 WIB, BMKG mendatangkan 1 unit alat berat. Akan tetapi, upaya tersebut kembali mendapatkan penolakan bahkan alat berat dihadang oleh kelompok GRIB Jaya. ""Sekitar pukul 15.23 WIB pihak BMKG RI mendatangkan 1 unit alat berat ekskavator warna kuning mendapat penghadangan untuk memasuki lokasi oleh kelompok tersebut di atas,"" ujarnya. Tim gabungan Polda Metro Jaya dan Polres Tangerang Selatan (Tangsel) kemudian ke lokasi dan melakukan pengamanan pada pukul 16.00 WIB. Di lokasi tersebut, polisi mengamankan 17 orang serta barang bukti yang ada. ""Barang bukti yang kami amankan antara lain surat perjanjian sewa tempat usaha, tanggal 15 April 2025 yang ditandatangani oleh MYT dan IW, bukti transfer penyewa kepada MYT dan K (pihak Ormas Grib Jaya), bendera ormas dan pelang Grib Jaya, 1 unit mobil Fortuner, 4 unit motor, bambu runcing, beberapa senjata tajam, dan kupon parkir atas nama GRIB Jaya,"" jelasnya. Setelah mendapatkan pada pukul 17.00 WIB, BMKG dibantu oleh Satpol PP Tangerang Selatan melakukan penertiban bangunan yang berada di atas lahan milik BMKG. Penertiban bangunan tersebut dikawal oleh tim gabungan dari Polda Metro Jaya dan Polres Tangsel. ""Penertiban bangunan dan benda lainnya di atas bidang tanah milik BMKG RI mendasari putusan Pengadilan Negeri Tangerang Kelas IA Khusus Nomor: W29.U4/1803/HT.04.04/ Ill/2022, tanggal 2 Maret 2022,"" paparnya. Dalam kesempatan yang sama, Sekretaris Umum BMKG Guswanto mengatakan GRIB Jaya menguasai tanah tersebut sudah sekitar 3 tahun. Banyak kegiatan yang dilakukan mereka selama itu. ""Menguasai di sini sebenarnya sudah lama ya, tapi untuk kegiatan masifnya itu ada 2-3 tahunan lah,"" kata Guswanto. Guswanto menjelaskan, sengketa tanah itu memang sudah berlangsung lama. Bahkan orang yang mengaku ahli waris tanah itu sudah bertahun-tahun. ""Namun untuk yang ahli waris itu sudah cukup lama,"" kata dia.",lahan bmkg diduduki grib jaya,lahan bmkg,grib jaya,polda metro jaya,,detik,Lingkungan
Anggota TNI AL Akui Tembak Paha dan Dada Bos Rental Mobil,3 Maret 2025,https://megapolitan.kompas.com/read/2025/03/03/19264091/anggota-tni-al-akui-tembak-paha-dan-dada-bos-rental-mobil," JAKARTA, KOMPAS.com - Kelasi Kepala Bambang Apri Atmojo, anggota TNI Angkatan Laut (AL) yang menjadi terdakwa dalam kasus penembakan bos rental mobil, mengakui menembak paha korban, Ilyas Abdurrahman. Bambang menjelaskan bahwa tembakan pertama dan kedua dilepaskan dari dalam mobil saat ia melihat rekannya, Sersan Satu Akbar Adli, dipegangi oleh korban. ""Pada saat itu kan posisi masih nyekek, saling berputar dengan Akbar. Akbar bilang 'tembak', di situ kami mengarahkan ke paha, tapi korban ini kan bergerak tidak mengetahui sasaran,"" ungkap Bambang dalam persidangan di Pengadilan Militer Jakarta pada Senin (3/3/2025). Bambang melanjutkan bahwa tembakan keempat mengenai korban setelah ia menyadari ada seseorang yang berusaha merebut senjatanya. ""Tembakan keempat, kami menyadari ada orang yang mau merampas senjata kami dari belakang, berniat merampas senjata kami,"" jelasnya. ""Terus bagaimana tembakan keempat mengenai sasaran?"" tanya oditur lagi. ""Mengenai, korban langsung memegang dada seperti mau jatuh,"" kata Bambang. Tembakan terakhir dilepaskan Bambang saat ia dan dua anggota TNI AL lainnya berusaha melarikan diri dari Rest Area KM 45 Tol Tangerang-Merak. ""Tujuan tembakan kelima itu untuk peringatan,"" katanya. Oditurat Militer Jakarta mendakwa dua dari tiga anggota TNI Angkatan Laut (AL) dengan pasal pembunuhan berencana terkait kasus penembakan Bos Rental di Tangerang. Kedua anggota itu adalah Kelasi Kepala Bambang Apri Atmojo dan Sersan Akbar Adli. Mereka dijerat Pasal 340 KUHP jo Pasal 55 Ayat (1) ke-1 KUHP, subsider Pasal 338 KUHP jo Pasal 55 Ayat (1) ke-1 KUHP. Selain itu, Apri dan Akbar, beserta satu anggota TNI AL lain, Kelasi Kepala Rafsin Hermawan, dikenakan Pasal 480 KUHP tentang penadahan. ",tni angkatan laut,penembakan,Ilyas Abdurrahman,Bambang Apri Atmojo,,kompas,Internasional
Prabowo Perintahkan Kemendiktisaintek Siapkan 2.000 Orang untuk Bekerja di Sektor Strategis,16 Oktober 2025 | 16.40 WIB,https://www.tempo.co/politik/prabowo-perintahkan-kemendiktisaintek-siapkan-2-000-orang-untuk-bekerja-di-sektor-strategis-2080224,"Baca berita dengan sedikit iklan,  klik di sini  PRESIDEN Prabowo Subianto memerintahkan Kementerian Pendidikan Tinggi, Sains, dan Teknologi (Kemendiktisaintek) menyiapkan lebih dari 2.000 orang untuk siap bekerja di perusahaan BUMN dan swasta. Presiden menyampaikan itu dalam rapat terbatas dengan sejumlah menteri Kabinet Merah Putih di Kertanegara, Jakarta, pada Kamis, 16 Oktober 2025.  Baca berita dengan sedikit iklan,  klik di sini  “Presiden menginstruksikan Kementerian Pendidikan Tinggi, Sains, dan Teknologi untuk menyiapkan lebih dari 2.000 putra-putri terbaik Indonesia agar dalam waktu dekat ini siap bekerja di sektor-sektor strategis, baik di BUMN maupun perusahaan swasta nasional,"" ujar Sekretaris Kabinet Teddy Indra Wijaya dalam keterangan resmi dari BPMI (Biro Pers Media dan Informasi) Sekretariat Presien, Kamis, 16 Oktober 2025.  Scroll ke bawah untuk melanjutkan membaca   Baca berita dengan sedikit iklan,  klik di sini  Selain itu, Kepala Negara menugaskan Menteri Pertanian Amran Sulaiman untuk menyiapkan produksi pupuk berkualitas tinggi dengan harga terjangkau. Tujuannya, meningkatkan produktivitas petani dan memperkuat ketahanan pangan nasional. Teddy juga mengatakan, Presiden menaruh perhatian pada sektor ekonomi dan perbankan. Presiden menekankan pentingnya optimalisasi pemanfaatan devisa hasil ekspor (DHE).  “Agar dapat mendorong stabilitas ekonomi nasional dan memperkuat cadangan devisa negara.” ujar dia.  Dalam foto yang dibagikan BPMI, rapat terbatas tersebut dihadiri Menteri Sekretaris Negara Prasetyo Hadi, Menteri Pertahanan Sjafrie Sjamsoeddin, Menteri Pendidikan Tinggi, Sains, dan Teknologi Brian Yuliarto, Menteri Keuangan Purbaya Yudhi Sadewa, Menteri Investasi dan Hilirisasi Rosan Roeslani, Jaksa Agung ST Burhanuddin, serta Kepala Badan Komunikasi Pemerintah Angga Raka Prabowo. Pilihan Editor:",prabowo,presiden-prabowo,bumn,kemendiktisaintek,,tempo,Politik
"Pemkot Bogor Belum Mampu Tertibkan Pasar Tumpah, meski Puluhan Tahun Jadi Penyebab Kemacetan",13 September 2024,https://megapolitan.kompas.com/read/2024/09/13/17145761/pemkot-bogor-belum-mampu-tertibkan-pasar-tumpah-meski-puluhan-tahun-jadi," BOGOR, KOMPAS.com - Pemerintah Kota (Pemkot) Bogor belum dapat menertibkan para pedagang yang berjualan di sepanjang Jalan Merdeka, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat. Padahal, pasar tumpah ini sering dikeluhkan oleh masyarakat sekitar karena dianggap menyebabkan kemacetan yang sudah berlangsung puluhan tahun serta memberikan kesan kumuh dengan keberadaan pedagang. Penjabat (Pj) Wali Kota Bogor, Hery Antasari, mengatakan Pemkot Bogor berencana merelokasi pedagang yang berjualan di sepanjang Jalan Merdeka ke Pasar Mawar. “Sudah disiapkan sejak lama relokasi ke Pasar Mawar,"" ucap Hery saat dihubungi Kompas.com, Jumat (13/9/2024). Hery menyebut, para pedagang sebelumnya sudah dipindahkan ke Pasar Mawar, namun banyak yang kembali berjualan di Jalan Merdeka karena berbagai alasan. ""Beberapa sudah sempat pindah, tapi kembali lagi karena ada beberapa hal nonteknis di lapangan. Akan kita tertibkan dan relokasi,” ujar Hery. Kompas.com sempat menelusuri lokasi pada Kamis kemarin. Berdasarkan pantauan di lokasi, beragam pedagang mulai dari penjual sayur, ikan basah, hingga kelapa, menjajakan dagangan mereka di pinggir jalan. Suasana penuh sesak dengan kendaraan angkutan kota (angkot) yang menunggu penumpang. Pengunjung yang berbelanja kerap memarkir kendaraan sembarangan di pinggir jalan, menyebabkan Jalan Merdeka yang seharusnya bisa dilalui dua jalur menjadi menyempit. Akibatnya, arus kendaraan hanya dapat berjalan di satu jalur, mengakibatkan kemacetan. Selain itu, baik pedagang maupun pembeli sering kali menyeberang jalan sembarangan sambil membawa barang bawaan, menambah kekacauan lalu lintas di area yang menjadi akses utama menuju Stasiun Bogor. Selain itu, aroma tidak sedap juga tercium, terutama di sekitar penjual ikan basah yang membuang air cucian ikan ke selokan, semakin memperburuk kondisi kebersihan di lokasi tersebut. Hery mengatakan, salah satu kendala yang dihadapi Pemkot Bogor adalah tekanan dari oknum masyarakat yang memperoleh keuntungan dari keberadaan pasar tumpah. ""Ada tekanan dari oknum di masyarakat yang selama ini mendapatkan keuntungan dari para pedagang pasar tumpah,"" kata Hery. Hery menduga, para oknum masyarakat itu mempengaruhi para pedagang agar menolak untuk direlokasi ke Pasar Mawar.",pasar tumpah,Pasar tumpah jalan merdeka,Pasar tumpah jalan merdeka bogor,,,kompas,Internasional
Rencana Relokasi Warga Sekitar Radiasi CS-137,9 Oktober 2025 | 15.00 WIB,https://www.tempo.co/foto/arsip/rencana-relokasi-warga-sekitar-radiasi-cs-137-2077908,"Lokasi ditemukannya cemaran Cesium-137 (Cs-137) di Kawasan Industri Modern Cikande, Kabupaten Serang, Banten, 8 Oktober 2025. Kementerian Lingkungan Hidup menyiapkan langkah relokasi sementara bagi warga yang tinggal di sekitar titik radiasi Cs-137 hingga proses dekontaminasi tuntas dan area dinyatakan netral. Antara/Angga Budhiyanto Lokasi ditemukannya cemaran Cesium-137 di Kawasan Industri Modern Cikande, Kabupaten Serang, Banten, 8 Oktober 2025. Antara/Angga Budhiyanto Lokasi ditemukannya cemaran Cesium-137 di Kawasan Industri Modern Cikande, Kabupaten Serang, Banten, 8 Oktober 2025. Antara/Angga Budhiyanto Lokasi ditemukannya cemaran Cesium-137 di Kawasan Industri Modern Cikande, Kabupaten Serang, Banten, 8 Oktober 2025. Antara/Angga Budhiyanto Proses dekontaminasi terhadap kendaraan yang terkontaminasi cemaran Cesium-137 di Kawasan Industri Modern Cikande, Kabupaten Serang, Banten, 7 Oktober 2025. Antara/Angga Budhiyanto Pengawasan terhadap kendaraan yang akan meninggalkan Kawasan Industri Modern Cikande di Kabupaten Serang, Banten, 7 Oktober 2025. Antara/Angga Budhiyanto",,,,,,tempo,Politik
"Timses Ridwan Kamil-Suswono Ancam Laporkan ke DKPP, KPU Jakarta: Kami Siap",4 Desember 2024,https://megapolitan.kompas.com/read/2024/12/04/18563641/timses-ridwan-kamil-suswono-ancam-laporkan-ke-dkpp-kpu-jakarta-kami-siap," JAKARTA, KOMPAS.com - Ketua Komisi Pemilihan Umum (KPU) Provinsi Jakarta, Wahyu Dinata mengaku siap jika ada yang melaporkan pihaknya ke Dewan Kehormatan Penyelenggara Pemilihan Umum (DKPP) maupun ke Badan Pengawas Pemilihan Umum (Bawaslu) terkait Pilkada 2024. Hal ini disampaikan Wahyu merespons tim pemenangan pasangan calon gubernur dan wakil gubernur nomor urut 1, Ridwan Kamil-Suswono (Rido) yang berencana melaporkan KPU Provinsi Jakarta ke DKPP karena diduga tidak profesional dalam menyelenggarakan Pilkada. “Ya, KPU kan akan terima apa saja. Mau dilaporkan ke DKPP, kami siap juga,” ujar Wahyu saat ditemui di Petojo, Gambir, Jakarta Pusat, Rabu (4/12/2024). Wahyu mengatakan, pihaknya tak menyoal jika ada yang merasa tidak puas dengan kinerja KPUD. Namun, dia meyakini, jajaran KPUD telah bekerja maksimal sesuai peraturan dalam menyelenggarakan Pilkada Jakarta 2024. “Tentu saja dilaporkan ke mana pun juga kami siap. Yang penting kami yakin bahwa kami sudah menjalankan sesuai dengan peraturan yang ada,” imbuh dia. Wahyu juga menjawab tudingan timses Ridwan Kamil-Suswono ihwal sejumlah warga yang mengaku tidak menerima undangan pencoblosan. “Jadi, itu bukan undangan ya, C pemberitahuan. Jadi, saya minta teman-teman nanti pastikan lagi kutipannya itu ada C pemberitahuan, bukan C undangan atau surat undangan ya,” jelas dia. Diberitakan sebelumnya, Sekretaris Tim Pemenangan Ridwan Kamil-Suswono, Basri Baco mengatakan, pihaknya akan melaporkan KPU Provinsi Jakarta (KPUD) ke DKPP karena diduga tidak profesional saat menyelenggarakan Pilkada Jakarta 2024. “Hari ini, Insya Allah, atau paling lambat besok, kami akan melaporkan (KPUD) ke DKPP mengenai tidak profesionalitasnya KPUD dalam menjalankan tupoksinya dalam pilkada kemarin,” ujar Basri Baco saat konferensi pers di Kantor DPD Golkar, Cikini, Menteng, Jakarta Pusat, Senin (2/12/2024). Baco menilai, KPU Jakarta dan seluruh jajarannya tidak becus sebagai penyelenggara pilkada. Hal itu ia lihat dari banyaknya formulir C6 yang tidak sampai ke tangan warga selaku pemilih. “Hak untuk bisa memilih calon gubernurnya, hak (warga) ini dihilangkan oleh para penyelenggara pemilu atau pilkada ini, karena ketidakbecusannya terkait penyebaran formulir C6,” imbuh Baco. Sekretaris DPD Golkar ini mengaku sudah mengantongi pengakuan dari Ketua KPU Jakarta Timur terkait ketidakbecusan yang dimaksud. “Hal ini sudah diakui langsung oleh ketua KPU Jakarta Timur, bahkan sudah saling menyalahkan antara vendor dan KPPS, ada yang menyalahkan vendor yang menyiapkan formulirnya, ada yang menyalahkan KPPS-nya yang tidak becus dan tidak maksimal karena kualitasnya rendah,” lanjut dia.",pilkada jakarta 2024,pelaksanaan pilkada jakarta 2024,,,,kompas,Politik
